,input,answer,predict
2420,"この 子 たち の 将来 が とっても 気 に なり ます ねー 
","_はい あー 
","あー そう な ん です ね 
"
2421,"どう いう 方法 で 
","_楽し そう 
","あー 
"
2422,"まー よわい 七十 歳 な の で えー 戦争 が 終わる 直前 に 生まれ た わけ で 
","_あー はい 
","あー そう な ん です ね 
"
2423,"えー コミュニケーション の 方法 に は 対話 も あれ ば 文章 を 書い て えー 発表 を し て また 意見 を 聞く 
","_あ はい はい 
","あ はい 
"
2424,"遊び の 中 で 教え て あげ たら いい か な と いう 
","_そう です ね 
","あー 
"
2425,"家 の 中 は よちよち 歩き 
","_まあ 
","はい あー 
"
2426,"えー 自分 と し て も なん じゃ これ は と 小 学校 の 頃 の が よっぽど 良かっ た な って いう ん で 
","_そんな こと ない と 思い ます 
","あー そう な ん です か 
"
2427,"ただ その 
","_実際 は そう です 
","はい あー そう な ん です ね 
"
2428,"今 特に 
","_なん でしょう はい 
","そう です ね 
"
2429,"葬儀 の あいだ じゅう それ から 食事 中 終わっ て から も わたくし の あと ばっかり つい て 初めて 会っ た の に も かかわら ず べったり 
","_あ 
","あ 
"
2430,"まー あー そんな 
","_うーん 
","うーん 
"
2431,"し て もらい たい 
","_みる こと な ん です ね 
","そう です ね 
"
2432,"えー 外壁 の 修理 その 
","_ああ 
","うーん 
"
2433,"ひと つ です 
","_はー 素敵 です 
","あ そう な ん です か 
"
2434,"あのー 水泳 を 昨日 も やっ た ん です けど も 
","_あー すごーい 
","あー そう な ん です ね 
"
2435,"病気 も あんまり 持っ て ない し 
","_え 
","あー そう な ん です か 
"
2436,"打ち っこ を し た わけ です 
","_そー な ん です ねー 自分 たち で 決め て 
","あー そう な ん です か 
"
2437,"その 扱い を うけ て い た ん で 
","_ああ 
","あー そう な ん です ね 
"
2438,"楽しみ に し て おり ます 
","_楽しみ が あっ て いい です ね 
","はい あ そう な ん です か 
"
2439,"ぱーっ て いう の か な そう いう 遊び を し まし た お 金 の かかる こと は 本当 に し なかっ た と 思い ます 
","_うーん うん 
","あー そう な ん です か 
"
2440,"野球 その もの も 
","_野球 うん 
","あ 
"
2441,"あの はたち ちょいと の 時 の あの 突き抜ける よう な 
","_ほんと で も 
","あー 
"
2442,"送り じゃ なく て 迎い の 
","_あ 
","あ はい 
"
2443,"あとー 日舞 と か 洋舞 と か やっ て まし た けど も 
","_うーん たくさん です ねー 
","あ はい 
"
2444,"人 に 優しく さ れ たい 
","_あ はー はい はい はい 
","あ はい 
"
2445,"救急 車 で 運ば れ まし て 
","_ああ 
","あ 
"
2446,"の 
","_そう な ん です か 
","あー 
"
2447,"自分 勝手 な 考え 方 です 
","_とんでも ない です はい 
","はい あ そう です ね 
"
2448,"で めんこ あのー あと あのー めんこ と いう の は ね 
","_あ はい 
","あー 
"
2449,"そう いう その 基本 的 な 練習 を ね 
","_はー 基本 の 練習 な ん です ね 
","あー そう な ん です か 
"
2450,"コングラチュレーション と いう から 
","_英語 です よ ね 
","あー 
"
2451,"えーと 七十 過ぎ まで お 勤め し て まし た それ で 今度 また その 書道 初めまして 今 は 
","_はい 書道 を また 
","あ そう な ん です か 
"
2452,"まー し ご 仕事 以外 特に 休み の 日 なんか やる こと が なかっ た の で 
","_そう です よ ね 
","あー そう な ん です ね 
"
2453,"そう いう 事 が あり まし て 今 現在 で も です ね そう いう 人 たち と の 交流 が ある から こそ 今 の 私 が ある と いう こと で そう いう 意味 で は 非常 に 感謝 し て おり ます です から 今 で も 
","_そう です か 
","あ そう な ん です か 
"
2454,"鉢 の その 成長 の 糧 を 見る の が 本当 に 今 は 楽しみ に 
","_うんと 
","あ 
"
2455,"えー 約 二十 人 程 
","_えっ 
","あー はい はい 
"
2456,"いつ で も うれしい と 思っ て い ます 
","_うーん そう です よ ね 
","あー そう な ん です か 
"
2457,"だ い 公園 の 試合 を 観 に 行き 
","_あー そう な ん だ 行か れ てる ん です ね 
","あー そう な ん です か 
"
2458,"大人 と です ね 
","_ひひひ っ ひ 
","あ はい 
"
2459,"まー お 友達 が まー 色々 おり ます の で そのー 情報 と か を 色々 聞い て 
","_ええ そう です ね 
","うーん 
"
2460,"いう よう な 
","_へー 
","あ そう です ね 
"
2461,"やっ て まし た 
","_素敵 です ね 
","あー そう な ん です か 
"
2462,"もう あの その 子 はりこ ちゃん って いう 名前 り こと いう 名前 な の です が その 子 に 電話 し た 時 に は おば さん は も うり こ ちゃん 病 に なっ て しまっ た って いう ん です 
","_えー そう な ん です か 
","はい はー 
"
2463,"ワン ツー スリー アウト で チェンジ する と 
","_へえ 
","あ そう な ん です か 
"
2464,"よそ の 船 に 乗っ ちゃ ー そっ から 釣り を する わけ です けど 
","_ああ 
","うーん 
"
2465,"九州 方面 が 観 て い ませ ん から これ から の 楽しみ です 
","_そう です ね うん 
","あ そう な ん です ね 
"
2466,"もう かなわ ない か のう なん と 
","_そう です ね 
","あ そう な ん です か 
"
2467,"えー 
","_トマト と ピーマン を 
","そう です か 
"
2468,"あのー やはり こう かまえる って いう こと じゃ ない ん です けど いくら 家族 で も ちゃんと し た あのー 生活 スタイル って いう か 
","_はあ うーん 
","あ はい 
"
2469,"まー 新しく でき た あれ は あのー 東西 に 走っ てる うー 渋谷 から 
","_東西 に 走っ て はい 
","あ 
"
2470,"でき なかっ た ん です 
","_あ 
","あ そう な ん です か 
"
2471,"まー 人 あの 人 の 役 に 立つ こと を し たい と いう 風 に 申しあげ まし た けど も 
","_いい です 
","あー そう な ん です ね 
"
2472,"なり かた あのー もし 結婚 が できれ ば そう じゃ ない ん です けど 結婚 が でき なかっ た 
","_えっ へ へええ 
","はい はい はー 
"
2473,"先月 んー 高校 時代 の 友人 と えー 高田馬場 の おー イタリア レストラン で 
","_ええ わー 
","あ 
"
2474,"えー 毎 日にち に ち が 充実 し た 
","_ええ ほんと そう 思い ます 
","あ そう な ん です ね 
"
2475,"えーと そう です ね あのー 外 で は あのー ゴム 飛び って いう ん で ゴム が 一 本 引い て もらっ て それ を どんどん あの 今 の あれ は 棒 高跳び です か ああ いう ふう な あの 飛び 
","_おお 
","あー そう な ん です ね 
"
2476,"小さい 頃 なり たかっ た こと は 美容 師 さん に なり たかっ た です 
","_あー 美容 師 さん うん 
","あ はい 
"
2477,"あー 色 を 使う ん です ね 
","_へえ 
","あー 
"
2478,"それ と 私 女子 医大 に 長く あの 入院 し て おり まし て 出 たり 入っ たり し て おり まし た の で この 辺 を ちょっと あの 存じ て おり まし た の で 早稲田 の 方 も ちょっと お 散歩 がてら 病院 から 
","_うーん 
","あ そう な ん です か 
"
2479,"時 が 一番 嬉しい です 
","_そう です ね 
","あー そう な ん です ね 
"
2480,"いう ふう に 思っ た こと が あり まし た 
","_あ そう です か 
","あー そう な ん です か 
"
2481,"色んな 
","_そう です ね 
","あ 
"
2482,"入り まし た 
","_ふーん 選ん で 入ら れ た ん です ね 
","あ はい 
"
2483,"えー 前年 暴力 事件 を 起こし て 
","_あっ はは 
","はー 
"
2484,"スチュワーデス って いう の は 憧れ だっ た ん です けど 
","_かっこ いい です はい 
","あー そう な ん です ね 
"
2485,"難なく わかり まし た 
","_あ そう な ん です ね 
","あ はい 
"
2486,"入っ て い まし て ま よ 迷う こと なく ここ に やっ て 来れ まし た 
","_あ そう です か あはっ 
","あ そう な ん です か 
"
2487,"映画 活動 写真 って いう の かしら そんな あれ 見 て よく あのー 白衣 の 
","_へえ 
","はい 
"
2488,"えー 新宿 の おー 都営 線 に 乗り換え 
","_あー はい 
","あ はい 
"
2489,"良かっ た なー と 自分 で は 
","_見る だけ で も 
","あー 
"
2490,"削っ て 木 を 削っ て 作る と か 
","_へえ 
","あー はい はい 
"
2491,"昭和 3 8 年 の 
","_はい 昭和 三十 八 年 です か 
","はい あー そう な ん です ね 
"
2492,"えー 着替える 場所 と か えーと 行司 さん の 着替える 所 を 見学 さ せ て もらっ て 
","_あー はい うん 
","あ はい 
"
2493,"色んな 所 に 外国 も 相当 行き まし た けど まだ 
","_あー いい です 
","あー そう な ん です ね 
"
2494,"まー 2 個 づつ と いう こと な ん で ね 手元 に 
","_へー 
","あー 
"
2495,"先生 たち を 財政 支援 し てる と 
","_そう な ん です ね 
","あー そう な ん です ね 
"
2496,"多 趣味 って いう か 色んな 
","_あはは 
","あー 
"
2497,"えー 感謝 さ れ 褒め られ た こと が 嬉しかっ た こと です ね 
","_良かっ た です ね 
","あー そう な ん です か 
"
2498,"自分 が 人 に なに も し て い ない から 
","_い え い え そんな こと ない です 
","あー そう な ん です か 
"
2499,"の こと が え わたくし の ライフワーク に なっ て い まし た の で 
","_あー はい はい 
","あー はい はい 
"
2500,"イギリス の 方 に 今 行き たい と 思っ て おり ます それ も 約束 が つい て おり ます の で それ が とっても 
","_じゃあ はい 
","うーん 
"
2501,"虫歯 が 3 ぼん も でき ちゃっ た ん です 
","_ええ 
","あー そう な ん です ね 
"
2502,"お 店 を 持つ こと が 
","_いやー 
","うーん 
"
2503,"娘 が ほんと に いとおしく 思い ます 
","_ほんと そう です よ ね 愛おしい です よ ね 
","あー そう な ん です か 
"
2504,"わか っ た ん です ね 
","_へー そう な ん です ね 
","あー そう な ん です ね 
"
2505,"友達 に は 嫌わ れ たく あり ませ ん から そのー 病気 の お 話し も いっしょ ん なっ て お 話 は し ます けど も とっても それ は 何 だ か 同い年 な だけ に つらい よう な こと も あり ます が 
","_はい あり ます ね 
","あー 
"
2506,"わたくし が 今 し たい の は 旅行 が 好き です もう 少し 若い 頃 は 元気 な 頃 は 山登り を 一杯 し まし た で 京都 が 好き です 旅行 で も 
","_そう です か 
","あー そう な ん です ね 
"
2507,"こと を 覚え て おり ます けど も 
","_聞い た こと あり ます うん うん 
","あ そう な ん です ね 
"
2508,"孫 の 声 を 聞く と 二人 とも 元気 に なり ます 
","_そう です ね 
","あー そう な ん です か 
"
2509,"若松町 河田 若松 で 降り て 
","_あ はい 
","あ はい 
"
2510,"これ を です ね 
","_富士 まで 
","あ そう な ん です ね 
"
2511,"今 この パソコン で 最近 は 皆 あの イギリス の 方 の 大学 も 受け られる そう な ん で パソコン で なんか 受け た ところ が 受かっ て しまっ た の で 私 イギリス に 行き たい って いう こと で 
","_わー 
","はー 
"
2512,"ま 現在 その 先生 は 亡くなっ て しまい まし た けど 
","_あっ 残念 です ね はい 
","あー そう な ん です か 
"
2513,"あのー その 違い を 認める と いう ところ から 対人 関係 を 
","_はあ 
","あー 
"
2514,"若く 若々しく し て い たい こと か な 一番 し たい 
","_ふふふっ ふっふっ 
","はい はい はー 
"
2515,"いっぱい つなげ まし て 
","_うーん うん うん 
","あー そう な ん です か 
"
2516,"女性 の 耳飾り を 作っ たり 指輪 作っ たり 
","_へー 
","あー そう な ん です か 
"
2517,"編み 続ける 
","_そう です ね 
","あー 
"
2518,"えーと そう です ね 昨日 の こと です けど えーと 私 弓道 を やっ て まし て 
","_ええ そう です か 
","あ 
"
2519,"殿 様 に 会っ た と いう 事 です 
","_あ へー 珍しい ん です ね 
","あ そう な ん です ね 
"
2520,"鬼怒 川 温泉 の 
","_あ 鬼怒 川 
","あー 
"
2521,"えー その ところ に は えー 時々 あさり など が あり まし た の で えー そんな 貝 拾い だ ど も し ながら 
","_ええ いい です ね 
","あー そう な ん です か 
"
2522,"早く あたし の 手 から 
","_あははは 
","あー 
"
2523,"ただ 今 で も 
","_ふーん 
","あー そう な ん です か 
"
2524,"お 絵かき です よ ね し たり し て 遊ん で おり まし た 
","_はい あ そう です か 
","あー そう な ん です ね 
"
2525,"あのー 金戒 光明 寺 と いう お 寺 な ん です けれど も そこ で あのー お 茶 を やり ます 
","_あー そー です かー 
","あー そう な ん です か 
"
2526,"3 人 とも 勤め先 が 違い ます の で 
","_あー はい 
","あー そう な ん です ね 
"
2527,"で ー いよいよ 
","_がんばら れ まし た ねー 
","はー 
"
2528,"まー そう いう こと で 
","_す ー 親 孝行 だ 
","あー そう な ん です ね 
"
2529,"えー 参加 の ね 応募 用 紙 だけ 持っ て き て ください と いう こと で 
","_あ 
","あー 
"
2530,"歩い て 
","_あー 
","あー 
"
2531,"で も 母 の 日 って 年齢 関係 なく 
","_ええ ほんと そう です 
","あー そう な ん です ね 
"
2532,"本当 に なん て 
","_素敵 な サプライズ です ね 
","あー そう な ん です か 
"
2533,"やっ て まし た 
","_なるほど 
","あー そう な ん です か 
"
2534,"まー そう いう 時代 でし た 
","_厳しい 時代 
","あー そう な ん です ね 
"
2535,"息子 は えー 高専 で あり まし た けれど も 
","_あっ そう です か 
","あー そう な ん です ね 
"
2536,"えー 
","_だいじ です よ ねー 
","そう です か 
"
2537,"書道 を 教え て あげ たい な あげ たい な と 思い まし て 
","_へえ 
","あー 
"
2538,"練習 を さ せ られ まし た の で 
","_あー そう いう こと です ね 
","あ そう な ん です か 
"
2539,"いう よう な こと で それ ら を 
","_面白い 
","あ 
"
2540,"2 本 の うち 1 本 当たり まし た の で 
","_あっ わー 凄い です ね 
","あ はい 
"
2541,"こう し て 一緒 に 今回 イギリス に 行ける って こと は とっても 嬉しい です 
","_そう です よ ね 
","はい あー そう な ん です ね 
"
2542,"ま 逆 に 大変 な 
","_うーん 
","あ 
"
2543,"送っ て くれ た 
","_わあ 
","あー そう な ん です ね 
"
2544,"えー きょう は 
","_いい です ね 
","あー そう な ん です ね 
"
2545,"ま それ は 冗談 です けど も 
","_はっ はい 
","はい あー そう です ね 
"
2546,"話 が 合わ なく なっ ちゃい まし た 
","_あー 
","あー そう な ん です か 
"
2547,"本当 に 
","_サプライズ 
","あー 
"
2548,"女医 さん に なり たかっ た です 
","_あ そう です か 
","あー そう な ん です か 
"
2549,"美容 師 に なり たかっ た です 
","_あ はい 
","あ そう な ん です か 
"
2550,"6 0 年間 やっ て い ます の で 
","_あっ 凄い 長い です ね 
","あー はい 
"
2551,"行ける 自信 が ちょ と ない ん です けど も 行ける 
","_いやいや そん なー 
","あ そう な ん です か 
"
2552,"6 年 前 
","_えっ 
","あっ ははは 
"
2553,"デザイナー に なり たく て 
","_あー はい 
","あー はい 
"
2554,"空い た 欄 に 何 と か 収まっ た ん で 書き まし た 
","_はー そう な ん です か 素敵 です ね 
","あー そう な ん です か 
"
2555,"一番 し たい こと 
","_一番 し たい こと は 
","はい あ そう な ん です ね 
"
2556,"それ は 
","_なん でしょう 
","はい あー 
"
2557,"いう こと が 
","_はあ あ はい 
","あー そう な ん です ね 
"
2558,"それ が おもしろく て ね 
","_面白い です ね うん 
","あー そう な ん です ね 
"
2559,"塗り絵 と 違う ん で ね 全部 
","_ええ むつかしい です ね 
","あー そう な ん です ね 
"
2560,"いか せ て いただき まし た 
","_うーん あ そう な ん です ね 良かっ た です ね 
","あー そう な ん です か 
"
2561,"に なり ます か 
","_あー はい 
","あ はい 
"
2562,"かれこれ 七 年 か 八 年 ぐらい に なる と 思い ます が 
","_へえ 
","あー そう な ん です ね 
"
2563,"今度 は 渋谷 区 の 区 の 大会 に ね 
","_うーん あっ 麻雀 の 大会 が ある ん です ねー 
","あ はい 
"
2564,"いい 一 日 を 
","_素晴らしい です 
","はい 
"
2565,"あの 他 の 友達 なんか に 比べ て 非常 に あの 恵まれ てる と いう こと で 今 で も 感謝 し うれしく なっ た と 思い ます 
","_あ そう です か 
","あー そう な ん です ね 
"
2566,"地上 に 出 て から は 
","_わかり やすかっ た です か 
","はい あー そう な ん です か 
"
2567,"全然 し て ませ ん 
","_はあ そう な ん です ね 
","あー そう な ん です か 
"
2568,"病気 も あんまり 持っ て ない し 
","_あー すごい です ねー 
","あー そう な ん です か 
"
2569,"えーと わたくし あの 孫 が さん 6 人 おり まし て で 一番 上 の 子 が もう 大学 を 卒業 し て 
","_あー 
","あー 
"
2570,"のぼりくだり の かた が 
","_そう です よ ねー 
","あー そう な ん です か 
"
2571,"それ に 関し て とっても 嬉しかっ た し 
","_ええ ええ ええ そう です ね 
","あー そう な ん です ね 
"
2572,"それ を 生き生き 大学 と 称し て やっ てる ん です けど 
","_いきいき 大学 な ん です ね 
","あー そう な ん です か 
"
2573,"で 
","_すごい 
","あー そう な ん です ね 
"
2574,"特別 に 
","_そう な ん です ね 
","そう です ね 
"
2575,"あと は お 友達 と お 食事 会 に 行く それ から えーと 旅行 です ね 旅行 が 好き な の で あのー 大体 ひと 月 に 一 回 ぐらい は 
","_へー 
","あー そう な ん です ね 
"
2576,"えー その サークル の 発表 会 が 三 月 に あり ます それ を えー 昨年 の 五 月 に それ を まとめ て くれ ん か と 
","_ええ 
","あー そう な ん です ね 
"
2577,"いう の で もう そこ に は い ない 電話 です けれど も もう 抱きしめ たい ぐらい 可愛い 
","_うーん 
","あ そう な ん です ね 
"
2578,"まー ギブミーチューイングガム だ と か ギブミーチョコレート と か と いう 形 で 
","_凄い 
","あ そう な ん です ね 
"
2579,"画 
","_んっ ふふ 
","あ 
"
2580,"よん 四十 八 年 
","_ああ 
","あー はい はい はい 
"
2581,"活躍 し た 
","_あー そう な ん です か 
","あー そう な ん です か 
"
2582,"と 一緒 に 本 を 見 たり なんか し て 
","_あっ そう な ん です ねー 
","あー そう な ん です か 
"
2583,"気 を つけ てる の は 健康 です 
","_はい はー そう です ね うん 
","はい あ そう な ん です か 
"
2584,"あんまり 座っ て 何 か やる って こと も でき ない の で お陰 様 で それ が 治り まし た の で 
","_あっ 良かっ た です ねー 
","あ そう な ん です か 
"
2585,"終わっ て 普通 の サラリーマン で 
","_充分 うん 
","はい はー 
"
2586,"えー 将棋 を 覚え まし て 
","_将棋 です か 
","あ はい 
"
2587,"イギリス の 方 に 今 行き たい と 思っ て おり ます それ も 約束 が 
","_うーん 
","はー 
"
2588,"特に これ に なり たい と いう もの は なかっ た です 
","_ええ あ そう な ん です か 
","あ そう な ん です か 
"
2589,"あのー どう いう 風 に なり たかっ た って いう なり たい って いう の は 将来 の 希望 と か トーク って いう の が ない よう な 気 が 
","_あ 
","はー 
"
2590,"かれこれ 七 年 か 八 年 ぐらい に なる と 
","_は あ 
","うーん 
"
2591,"本当 に なんて いう サプライズ かしら と 思っ て わたくし も 
","_素晴らしい 
","あー 
"
2592,"あと は 
","_そう な ん です ね うん 
","あー そう な ん です ね 
"
2593,"あのー やはり こう かまえる って いう こと じゃ ない ん です けど いくら 家族 で も ちゃんと し た あのー 生活 スタイル って いう か 
","_えー そう です か 
","あ はい 
"
2594,"中学 時代 は バスケット 
","_バスケット 
","はい あー そう です ね 
"
2595,"2 つ の お はじき を 
","_あ はい 
","あ はい 
"
2596,"あの な ん です か ね 末っ子 だっ た し 何に も する こと が ない の で よく 遊び まし た けれど それ に まー 女の子 が あんまり 近く に い なかっ た って いう こと で 男の子 が い て 私 の 兄 も 
","_はは 
","はー 
"
2597,"えー 感謝 さ れ 褒め られ た 
","_えー 
","あ そう な ん です か 
"
2598,"非常 に 小 規模 と いう か そう いう 大学 だっ た 
","_あー 
","あー 
"
2599,"その 中 で まー わたくし が 思う の は 就職 し た 時 の こと です ね 
","_ええ おー 
","あ そう な ん です ね 
"
2600,"んー お 茶 と か お 花 
","_お 茶 と か お 花 
","あ そう な ん です ね 
"
2601,"魚 を 追い込む 方法 を 考える と か 
","_うーん 
","あー そう な ん です ね 
"
2602,"あのー 水泳 を 昨日 も やっ た ん です けど も 
","_あ はい 
","あー そう な ん です ね 
"
2603,"女房 の 
","_まあ 
","あー そう な ん です ね 
"
2604,"二人 と も 嬉しく て 喜び まし た 
","_わー 凄い です ね 
","あー そう な ん です ね 
"
2605,"えー 調べ て 歩き ま 全国 
","_へえ 
","あ 
"
2606,"新しい 家 に 入る こと なく 亡くなっ た の が 
","_あー そう な ん です ねー 
","あー そう な ん です か 
"
2607,"会心 の レース を 展開 でき て えー 準 優勝 でき た と 一部 で ね 
","_まー 素晴らしい です ね 
","あー はい はい 
"
2608,"歩い て 
","_そう です ね うん うん うん 
","あー 
"
2609,"この よう な 都会 
","_あ ええ ええ 
","あー 
"
2610,"ごめん なさい わかり ませ ん 
","_あっ そ 続い て た ん です ね 
","あ そう な ん です ね 
"
2611,"歴史 も 文化 も 生活 も お 互い に えー 違う の で えー まず 違い を 認めあっ た ところ から 
","_あー そう いう ふう に 
","あー そう な ん です か 
"
2612,"あの よく 観 ます 
","_あー 
","あー そう な ん です ね 
"
2613,"あと スポーツ で は ね 今 は 
","_んー 
","あー そう な ん です か 
"
2614,"あの 頭 に 全部 あのー 
","_えー はい 
","はい あ 
"
2615,"いわゆる 
","_それ で ファッション 界 へ 
","はー 
"
2616,"ずいぶん 時間 が かかっ て 迷い まし た けれど も 
","_あー はは 大変 でし た ね 
","あー そう な ん です か 
"
2617,"それ は 
","_そう な ん です か 
","はい あー 
"
2618,"手術 その もの が 物凄く 怖い わけ です ね 当時 は 
","_そう です よ ね 
","あー そう な ん です か 
"
2619,"カラオケ を 人 と や 
","_えー 
","あ 
"
2620,"えー しぶしぶ っと いい ます か えー 受験 行っ て 
","_あー そう だっ た ん です か 
","あー そう な ん です ね 
"
2621,"え あのー 
","_大丈夫 です か うん 
","はい あー そう な ん です ね 
"
2622,"遊び を やり まし た 
","_えー えー あー そー な ん です ねー 
","あー そう な ん です か 
"
2623,"来 まし た 
","_はい あ はい 
","はい あ そう な ん です ね 
"
2624,"あげる よう に と 思っ て あっち 動かし たり こっち 動かし たり し ながら 
","_手 を かけ て 
","あー そう な ん です ね 
"
2625,"し て もらい たい こと は 
","_はい し て もらい たい こと 
","そう です ね 
"
2626,"大 江戸 線 に 乗っ て 
","_大 江戸 線 に 乗っ て ええ 
","はい はい 
"
2627,"何 に 使う の か 
","_あっ はは 
","はい はい 
"
2628,"嬉しかっ た です 
","_そう です ね 感動 し ます ね 
","あー そう な ん です ね 
"
2629,"あまり 遊具 って 
","_あまり 
","あー 
"
2630,"のぼりくだり の かた が いらっしゃる から 進行 方向 左 あ 進行 わたくし の 場合 は 進行 方向 後ろ 
","_こう 進行 方向 はい 
","あー そう な ん です ね 
"
2631,"熱中 症 に なら ない よう に 
","_はい そう です ね 
","あー そう な ん です か 
"
2632,"それ が 当たり前 の 時代 でし た の で 
","_そう です ね 
","あー そう な ん です か 
"
2633,"そこ が 結局 そのー 放水 で プール の よう に なっ て て 
","_はい はあ ああ ああ ああ 
","あ そう な ん です か 
"
2634,"た です 
","_ああ そう いう こと です ね うん 
","あ はい 
"
2635,"ちょっと 覚え て い ない し 
","_あっ 
","あー そう な ん です か 
"
2636,"とても 楽しい 旅行 に 
","_ほー んと に 
","あー そう な ん です ね 
"
2637,"何 時 何 分 に 乗る と いう こと に 決め て あっ た の です が わたくし は 仕事 の 都合 で それ に 乗り 遅れ て しまい まし て 
","_えー 残念 です ね 
","あー そう な ん です ね 
"
2638,"削っ て 木 を 削っ て 作る と か 
","_作っ た ん です かー 
","あー はい はい 
"
2639,"いう よう な あー こと だっ た の で ね 
","_そう な ん です か うん うーん 
","あー そう な ん です ね 
"
2640,"えー 歴史 文化 時事 そう いう こと が わたくし の 仕事 の 内容 でし た 
","_はー はい 
","あー そう な ん です か 
"
2641,"る こと が できる こと です 
","_はー そう です かー 
","あー そう な ん です ね 
"
2642,"良く な なり つつ ある と 
","_ええ 
","あー そう な ん です か 
"
2643,"スーパー の で ごめん ね ごめん ね って いう 息子 に 対し て 
","_はい 優しい 息子 さん です ねー 
","あー そう な ん です か 
"
2644,"以上 です 
","_そう な ん です か 
","はい あー そう な ん です か 
"
2645,"自分 が 
","_うーん 
","あー 
"
2646,"それ に ちょっと あのー 腰 を 痛め た もん で あのー きつい 運動 も でき ず うち の 中 で やる っつっ て も 腰 が 痛い の が 三四 年 続き まし た の で 
","_そう です よ ね あ 三 四 年 も 
","あー はい はい 
"
2647,"駅員 さん が おり まし いらし た の で 
","_あ はい ええ ええ 
","あー はい はい 
"
2648,"あるいは 建築 デザイナー と 答え た 記憶 が 
","_へえ 
","あ そう な ん です ね 
"
2649,"えー それ を 夜 
","_へー ええ ええ 
","あー はい はい 
"
2650,"なん か 今日 は すい ませ ん 道 に 
","_なっ 
","そう です よ ね うん うん 
"
2651,"あのー わたくし は です ね 歩く の が 得意 な ん です ね 毎日 一 万 歩 以上 
","_そう です か 
","あー はい はい 
"
2652,"咲く 木 
","_花 の 咲く 木 
","はい 
"
2653,"何 時 何 分 に 乗る と いう こと に 決め て あっ た の です が わたくし は 仕事 の 都合 で それ に 乗り 遅れ て しまい まし て 二人 は 予定 通り 旅立ち まし た 
","_あー そう な ん です か 
","あ そう な ん です ね 
"
2654,"し えー 
","_はい 
","そう です よ ね 
"
2655,"見つける と いう の が 目標 に し て い ます 
","_あー 素晴らしい です ね はい 
","あー そう な ん です ね 
"
2656,"私 は あの 平成 1 6 年 に 乳癌 の 
","_はい あ 
","はい はい 
"
2657,"えー 
","_へー 
","そう です か 
"
2658,"あのー ノー サイド って いう 風 に 
","_うーん 
","うーん 
"
2659,"赴任 する こと が でき まし た 
","_あ そう です か 
","あー そう な ん です か 
"
2660,"伺う ため に 
","_ええ 
","あ そう な ん です か 
"
2661,"男の子 達 と も よく 遊び まし た けど も やっぱり 男の子 と 女 女の子 と こう 別れ て あ そ 遊ん で た よう な 気 が し ます 一緒 に じゃ なく て 
","_ええ 
","あー そう な ん です か 
"
2662,"で 相手 の 駒 を 
","_あー そっ か 
","はー 
"
2663,"アメリカ の 領事 館 へ 行っ て 領事 と 何 の ため に 行く ん だ どう いう あれ な ん だ って いう こと を 英語 で インタビュー が あっ て 
","_あ 
","あ 
"
2664,"あのー 上野 の ほう に は 浮浪 児 と いう 
","_まあ 
","あー 
"
2665,"旅館 の 女将 さん そう いう の に なり たい な と は 思っ て い まし た 
","_あー そう な ん だ 
","あー そう な ん です か 
"
2666,"ます し また 
","_大切 です よ ねー 
","はい あー そう な ん です ね 
"
2667,"もー 
","_なかなか ね 
","はい あー 
"
2668,"見学 が あり まし て そこ に 行っ た とき に 手術 を 見る 機会 が あっ た ん です けど も その 時 に 目 を 回し まし た 血 の 
","_あ あー 
","あー 
"
2669,"嬉しかっ た 
","_やー 
","あー 
"
2670,"個人 的 に 付き合う 人 が 今 ずいぶん 増え て き て おり ます 
","_うん あ そう な ん です か 
","あー そう な ん です か 
"
2671,"で 美味しい もの を 食べる よう に と いわ れ た ん です けれど も 
","_あ そう ええ 
","あー そう な ん です か 
"
2672,"自動 車 会社 に 
","_あ 
","あ 
"
2673,"ゆっくり し て それ から こちら の 会社 に 
","_そう でし た か 
","あー 
"
2674,"そう いう 事 が あり まし て 今 現在 で も です ね そう いう 人 たち と の 交流 が ある から こそ 今 の 
","_そう です ね 
","うーん 
"
2675,"あのー なん と か 親 孝行 を ね 新築 しよう と 思っ て ね 
","_はい あー 
","あー そう な ん です ね 
"
2676,"それ と 私 女子 医大 に 長く あの 入院 し て おり まし て 
","_ああ 
","あー 
"
2677,"に なり ます か 
","_へえ 
","あ はい 
"
2678,"西新宿 5 丁目 大 江戸 線 地下 鉄 大 江戸 線 に 
","_うん 大 江戸 線 はい 
","あ そう です か 
"
2679,"で ジャイアンツ が 勝て ば すごく あの いい 気分 に なっ た 
","_あははは はは 
","あー 
"
2680,"行ける 自信 が ちょ と ない ん です けど も 行ける 
","_そう です ね 遠い から 
","あ そう な ん です か 
"
2681,"えー 近く の 公園 等 に 行っ て えー スケッチ を 始め た の が 
","_あー 絵 を 描か れ た ん です ね 
","あー はい はい はい 
"
2682,"英国 商社 に い まし て 
","_うーん あ は い そう な ん です か 
","あ はい 
"
2683,"えー 駒 を ね 勢い よく ほうり まし て ね 
","_はい はぁー 
","あー そう な ん です ね 
"
2684,"あのー 二 所帯 住宅 で 生活 を し て い ます 
","_あ そう な ん です ね 
","あ そう な ん です ね 
"
2685,"あのー どう いう 風 に なり たかっ た って いう なり たい って いう の は 将来 の 希望 と か トーク って いう の が ない よう な 気 が し て 
","_ああ 
","あー 
"
